construct,mean,sd
PH_score,5.214285714285714,1.1660996354464568
PU_score,5.976190476190476,0.7380241190063884
PEOU_score,5.053571428571429,0.9938634464877709
PCE_score,4.035714285714286,0.6672175854175437
PIN_score,5.261904761904762,0.9267721001266667
