PH_score,PU_score,PEOU_score,PCE_score,PIN_score
1,0.11373750827342531,0.35724006900124855,-0.12127396569256804,0.528753604020409
0.11373750827342531,0.9999999999999998,0.5530284888230679,-0.1883332561371634,0.4606986821110311
0.35724006900124855,0.5530284888230679,1,-0.33810664396532053,0.46449199247100476
-0.12127396569256804,-0.1883332561371634,-0.33810664396532053,1,-0.3617511431112808
0.528753604020409,0.4606986821110311,0.46449199247100476,-0.3617511431112808,1
